elements	DOWN_Willis2017	UP_Willis2017	Minderjahn2020	Sive2016	Steidl2017	DeKoter2011	TIS_UP	TIS_DOWN	TIS_shPU1_DOWN	TIS_shPU1_UP	UT_shPU1_DOWN	UT_shPU1_UP
DMPK	0	0	0	0	0	0	1	0	0	0	0	0
CCL7	0	0	0	0	0	0	1	0	0	0	0	0
ANTXR2	0	0	0	0	0	0	1	0	0	0	0	0
OLFM1	0	0	0	0	0	0	1	0	0	0	0	0
TAPBP	0	0	0	0	0	0	1	0	0	0	0	0
GIMAP3	0	0	0	0	0	0	1	0	0	0	0	0
IL1RL1	0	0	0	0	0	0	1	0	0	0	0	0
TMEM230	0	0	0	0	0	0	1	0	0	0	0	0
THSD1	0	0	0	0	0	0	1	0	0	0	0	0
OTX1	0	0	0	0	0	0	1	0	0	0	0	0
STON2	0	0	0	0	0	0	1	0	0	0	0	0
CYP4F18	0	0	0	0	0	0	1	0	0	0	0	0
PTGFR	0	0	0	0	0	0	1	0	0	0	0	0
DLG3	0	0	0	0	0	0	1	0	0	0	0	0
PDRG1	0	0	0	0	0	0	1	0	0	0	0	0
PLAGL1	0	0	0	0	0	0	1	0	0	0	0	0
PCNX	0	0	0	0	0	0	1	0	0	0	0	0
SERPINA3N	0	0	0	0	0	0	1	0	0	0	0	0
IFITM2	0	0	0	0	0	0	1	0	0	0	0	0
HDGFRP3	0	0	0	0	0	0	1	0	0	0	0	0
LTBP2	0	0	0	0	0	0	1	0	0	0	0	0
EPS8L1	0	0	0	0	0	0	1	0	0	0	0	0
EYA1	0	0	0	0	0	0	1	0	0	0	0	0
CAMKK1	0	0	0	0	0	0	1	0	0	0	0	0
ANXA6	0	0	0	0	0	0	1	0	0	0	0	0
ZFHX4	0	0	0	0	0	0	1	0	0	0	0	0
SLC25A13	0	0	0	0	0	0	1	0	0	0	0	0
COL6A2	0	0	0	0	0	0	1	0	0	0	0	0
GATSL3	0	0	0	0	0	0	1	0	0	0	0	0
TBC1D2B	0	0	0	0	0	0	1	0	0	0	0	0
NCCRP1	0	0	0	0	0	0	1	0	0	0	0	0
TTLL7	0	0	0	0	0	0	1	0	0	0	0	0
TLR12	0	0	0	0	0	0	1	0	0	0	0	0
FRMD6	0	0	0	0	0	0	1	0	0	0	0	0
EFNA1	0	0	0	0	0	0	1	0	0	0	0	0
H2-D1	0	0	0	0	0	0	1	0	0	0	0	0
ANK2	0	0	0	0	0	0	1	0	0	0	0	0
PLA2G4A	0	0	0	0	0	0	1	0	0	0	0	0
SH3GL3	0	0	0	0	0	0	1	0	0	0	0	0
MAPRE3	0	0	0	0	0	0	1	0	0	0	0	0
FKBP10	0	0	0	0	0	0	1	0	0	0	0	0
2810474O19RIK	0	0	0	0	0	0	1	0	0	0	0	0
IL4RA	0	0	0	0	0	0	1	0	0	0	0	0
4930506M07RIK	0	0	0	0	0	0	1	0	0	0	0	0
AKR1B8	0	0	0	0	0	0	1	0	0	0	0	0
KIF21A	0	0	0	0	0	0	1	0	0	0	0	0
ADAMTS4	0	0	0	0	0	0	1	0	0	0	0	0
SLIT3	0	0	0	0	0	0	1	0	0	0	0	0
PDK2	0	0	0	0	0	0	1	0	0	0	0	0
STAT3	0	0	0	0	0	0	1	0	0	0	0	0
SPHK1	0	0	0	0	0	0	1	0	0	0	0	0
GM10222	0	0	0	0	0	0	1	0	0	0	0	0
IL34	0	0	0	0	0	0	1	0	0	0	0	0
GPR176	0	0	0	0	0	0	1	0	0	0	0	0
DUSP1	0	0	0	0	0	0	1	0	0	0	0	0
DDAH2	0	0	0	0	0	0	1	0	0	0	0	0
BCAR1	0	0	0	0	0	0	1	0	0	0	0	0
CDC42EP2	0	0	0	0	0	0	1	0	0	0	0	0
LUZP4	0	0	0	0	0	0	1	0	0	0	0	0
P2RY2	0	0	0	0	0	0	1	0	0	0	0	0
GPRC5A	0	0	0	0	0	0	1	0	0	0	0	0
PAK3	0	0	0	0	0	0	1	0	0	0	0	0
MRC2	0	0	0	0	0	0	1	0	0	0	0	0
CD97	0	0	0	0	0	0	1	0	0	0	0	0
SEMA7A	0	0	0	0	0	0	1	0	0	0	0	0
ITM2C	0	0	0	0	0	0	1	0	0	0	0	0
EREG	0	0	0	0	0	0	1	0	0	0	0	0
GM10263	0	0	0	0	0	0	1	0	0	0	0	0
PCDHGB2	0	0	0	0	0	0	1	0	0	0	0	0
HHIPL2	0	0	0	0	0	0	1	0	0	0	0	0
GM13242	0	0	0	0	0	0	1	0	0	0	0	0
2200002D01RIK	0	0	0	0	0	0	1	0	0	0	0	0
VMAC	0	0	0	0	0	0	1	0	0	0	0	0
PTX3	0	0	0	0	0	0	1	0	0	0	0	0
TMEM106A	0	0	0	0	0	0	1	0	0	0	0	0
SLC26A11	0	0	0	0	0	0	1	0	0	0	0	0
GM7236	0	0	0	0	0	0	1	0	0	0	0	0
PRUNE2	0	0	0	0	0	0	1	0	0	0	0	0
GPR149	0	0	0	0	0	0	1	0	0	0	0	0
6030419C18RIK	0	0	0	0	0	0	1	0	0	0	0	0
RPL30-PS8	0	0	0	0	0	0	1	0	0	0	0	0
CAMK2N1	0	0	0	0	0	0	1	0	0	0	0	0
GREM1	0	0	0	0	0	0	1	0	0	0	0	0
NUMBL	0	0	0	0	0	0	1	0	0	0	0	0
PLOD3	0	0	0	0	0	0	1	0	0	0	0	0
WASF3	0	0	0	0	0	0	1	0	0	0	0	0
ARRDC4	0	0	0	0	0	0	1	0	0	0	0	0
MTUS1	0	0	0	0	0	0	1	0	0	0	0	0
KDELR3	0	0	0	0	0	0	1	0	0	0	0	0
ZFP948	0	0	0	0	0	0	1	0	0	0	0	0
RPL3-PS1	0	0	0	0	0	0	1	0	0	0	0	0
MGMT	0	0	0	0	0	0	1	0	0	0	0	0
CPQ	0	0	0	0	0	0	1	0	0	0	0	0
HOXA7	0	0	0	0	0	0	1	0	0	0	0	0
SOAT1	0	0	0	0	0	0	1	0	0	0	0	0
TNFRSF12A	0	0	0	0	0	0	1	0	0	0	0	0
PRNP	0	0	0	0	0	0	1	0	0	0	0	0
CRISP3	0	0	0	0	0	0	1	0	0	0	0	0
AW209491	0	0	0	0	0	0	1	0	0	0	0	0
HEBP2	0	0	0	0	0	0	1	0	0	0	0	0
ASGR1	0	0	0	0	0	0	1	0	0	0	0	0
TLR3	0	0	0	0	0	0	1	0	0	0	0	0
CPED1	0	0	0	0	0	0	1	0	0	0	0	0
CTGF	0	0	0	0	0	0	1	0	0	0	0	0
PRICKLE2	0	0	0	0	0	0	1	0	0	0	0	0
SNX7	0	0	0	0	0	0	1	0	0	0	0	0
IVD	0	0	0	0	0	0	1	0	0	0	0	0
KLRA4	0	0	0	0	0	0	1	0	0	0	0	0
GLMP	0	0	0	0	0	0	1	0	0	0	0	0
SPRED3	0	0	0	0	0	0	1	0	0	0	0	0
MVP	0	0	0	0	0	0	1	0	0	0	0	0
GLT28D2	0	0	0	0	0	0	1	0	0	0	0	0
DHRS9	0	0	0	0	0	0	1	0	0	0	0	0
ZCCHC14	0	0	0	0	0	0	1	0	0	0	0	0
RAET1D	0	0	0	0	0	0	1	0	0	0	0	0
SLC7A2	0	0	0	0	0	0	1	0	0	0	0	0
CXCR5	0	0	0	0	0	0	1	0	0	0	0	0
NCKAP1	0	0	0	0	0	0	1	0	0	0	0	0
VDR	0	0	0	0	0	0	1	0	0	0	0	0
PODNL1	0	0	0	0	0	0	1	0	0	0	0	0
HIST2H3C1	0	0	0	0	0	0	1	0	0	0	0	0
RTN4	0	0	0	0	0	0	1	0	0	0	0	0
MGAM	0	0	0	0	0	0	1	0	0	0	0	0
COL3A1	0	0	0	0	0	0	1	0	0	0	0	0
MOB3A	0	0	0	0	0	0	1	0	0	0	0	0
BTBD3	0	0	0	0	0	0	1	0	0	0	0	0
FOSL2	0	0	0	0	0	0	1	0	0	0	0	0
KRT14	0	0	0	0	0	0	1	0	0	0	0	0
GRB10	0	0	0	0	0	0	1	0	0	0	0	0
CLSTN1	0	0	0	0	0	0	1	0	0	0	0	0
H2AFJ	0	0	0	0	0	0	1	0	0	0	0	0
CES2G	0	0	0	0	0	0	1	0	0	0	0	0
ZFP202	0	0	0	0	0	0	1	0	0	0	0	0
IFITM3	0	0	0	0	0	0	1	0	0	0	0	0
CC2D2A	0	0	0	0	0	0	1	0	0	0	0	0
TBX4	0	0	0	0	0	0	1	0	0	0	0	0
IGLV2	0	0	0	0	0	0	1	0	0	0	0	0
BTN1A1	0	0	0	0	0	0	1	0	0	0	0	0
PCDH1	0	0	0	0	0	0	1	0	0	0	0	0
ATP6V1B2	0	0	0	0	0	0	1	0	0	0	0	0
B3GALNT1	0	0	0	0	0	0	1	0	0	0	0	0
SERPINE2	0	0	0	0	0	0	1	0	0	0	0	0
BGLAP2	0	0	0	0	0	0	1	0	0	0	0	0
FAM198B	0	0	0	0	0	0	1	0	0	0	0	0
LRRC24	0	0	0	0	0	0	1	0	0	0	0	0
PSG23	0	0	0	0	0	0	1	0	0	0	0	0
AIFM2	0	0	0	0	0	0	1	0	0	0	0	0
TPP1	0	0	0	0	0	0	1	0	0	0	0	0
DNMBP	0	0	0	0	0	0	1	0	0	0	0	0
NQO1	0	0	0	0	0	0	1	0	0	0	0	0
SLC35E4	0	0	0	0	0	0	1	0	0	0	0	0
SPNS2	0	0	0	0	0	0	1	0	0	0	0	0
S1PR1	0	0	0	0	0	0	1	0	0	0	0	0
IGKV1-110	0	0	0	0	0	0	1	0	0	0	0	0
SAMD14	0	0	0	0	0	0	1	0	0	0	0	0
BC002163	0	0	0	0	0	0	1	0	0	0	0	0
SERPINB6A	0	0	0	0	0	0	1	0	0	0	0	0
E030030I06RIK	0	0	0	0	0	0	1	0	0	0	0	0
CYP27A1	0	0	0	0	0	0	1	0	0	0	0	0
PAFAH2	0	0	0	0	0	0	1	0	0	0	0	0
KCNN1	0	0	0	0	0	0	1	0	0	0	0	0
CCDC80	0	0	0	0	0	0	1	0	0	0	0	0
SPOCK2	0	0	0	0	0	0	1	0	0	0	0	0
FADS3	0	0	0	0	0	0	1	0	0	0	0	0
CLU	0	0	0	0	0	0	1	0	0	0	0	0
OS9	0	0	0	0	0	0	1	0	0	0	0	0
CD63	0	0	0	0	0	0	1	0	0	0	0	0
CX3CL1	0	0	0	0	0	0	1	0	0	0	0	0
PGAP3	0	0	0	0	0	0	1	0	0	0	0	0
EFEMP2	0	0	0	0	0	0	1	0	0	0	0	0
CYP2J6	0	0	0	0	0	0	1	0	0	0	0	0
CAV1	0	0	0	0	0	0	1	0	0	0	0	0
DGAT2	0	0	0	0	0	0	1	0	0	0	0	0
FMO5	0	0	0	0	0	0	1	0	0	0	0	0
TNS4	0	0	0	0	0	0	1	0	0	0	0	0
USP17LE	0	0	0	0	0	0	1	0	0	0	0	0
CYP4V3	0	0	0	0	0	0	1	0	0	0	0	0
AEBP1	0	0	0	0	0	0	1	0	0	0	0	0
SNRPN	0	0	0	0	0	0	1	0	0	0	0	0
GM2115	0	0	0	0	0	0	1	0	0	0	0	0
CD300LB	0	0	0	0	0	0	1	0	0	0	0	0
IL6ST	0	0	0	0	0	0	1	0	0	0	0	0
CXCL1	0	0	0	0	0	0	1	0	0	0	0	0
FAH	0	0	0	0	0	0	1	0	0	0	0	0
SGMS2	0	0	0	0	0	0	1	0	0	0	0	0
TNFRSF10B	0	0	0	0	0	0	1	0	0	0	0	0
GM8226	0	0	0	0	0	0	1	0	0	0	0	0
FRK	0	0	0	0	0	0	1	0	0	0	0	0
PPAP2B	0	0	0	0	0	0	1	0	0	0	0	0
TMEM116	0	0	0	0	0	0	1	0	0	0	0	0
DBN1	0	0	0	0	0	0	1	0	0	0	0	0
COMMD3	0	0	0	0	0	0	1	0	0	0	0	0
SLC25A19	0	0	0	0	0	0	1	0	0	0	0	0
LOXL3	0	0	0	0	0	0	1	0	0	0	0	0
FLRT2	0	0	0	0	0	0	1	0	0	0	0	0
ST14	0	0	0	0	0	0	1	0	0	0	0	0
RHBDF2	0	0	0	0	0	0	1	0	0	0	0	0
SPON2	0	0	0	0	0	0	1	0	0	0	0	0
RAB13	0	0	0	0	0	0	1	0	0	0	0	0
GM5619	0	0	0	0	0	0	1	0	0	0	0	0
COX6B2	0	0	0	0	0	0	1	0	0	0	0	0
MTCL1	0	0	0	0	0	0	1	0	0	0	0	0
PTPRO	0	0	0	0	0	0	1	0	0	0	0	0
ARID3B	0	0	0	0	0	0	1	0	0	0	0	0
IGHA	0	0	0	0	0	0	1	0	0	0	0	0
MAP9	0	0	0	0	0	0	1	0	0	0	0	0
ZFAND3	0	0	0	0	0	0	1	0	0	0	0	0
AQP1	0	0	0	0	0	0	1	0	0	0	0	0
DISP2	0	0	0	0	0	0	1	0	0	0	0	0
PCDH9	0	0	0	0	0	0	1	0	0	0	0	0
ADAMTS13	0	0	0	0	0	0	1	0	0	0	0	0
AZIN2	0	0	0	0	0	0	1	0	0	0	0	0
ZMYND12	0	0	0	0	0	0	1	0	0	0	0	0
RARG	0	0	0	0	0	0	1	0	0	0	0	0
GM13841	0	0	0	0	0	0	1	0	0	0	0	0
DNAJB5	0	0	0	0	0	0	1	0	0	0	0	0
H60C	0	0	0	0	0	0	1	0	0	0	0	0
GM10925	0	0	0	0	0	0	1	0	0	0	0	0
GLIPR1	0	0	0	0	0	0	1	0	0	0	0	0
GPR137	0	0	0	0	0	0	1	0	0	0	0	0
DOS	0	0	0	0	0	0	1	0	0	0	0	0
WWTR1	0	0	0	0	0	0	1	0	0	0	0	0
TRIM30B	0	0	0	0	0	0	1	0	0	0	0	0
IFI204	0	0	0	0	0	0	1	0	0	0	0	0
ARHGEF17	0	0	0	0	0	0	1	0	0	0	0	0
GM15645	0	0	0	0	0	0	1	0	0	0	0	0
TCTN2	0	0	0	0	0	0	1	0	0	0	0	0
EPB4.1L3	0	0	0	0	0	0	1	0	0	0	0	0
JAK1	0	0	0	0	0	0	1	0	0	0	0	0
GM7910	0	0	0	0	0	0	1	0	0	0	0	0
GALNT11	0	0	0	0	0	0	1	0	0	0	0	0
VANGL1	0	0	0	0	0	0	1	0	0	0	0	0
PIGO	0	0	0	0	0	0	1	0	0	0	0	0
HNRNPLL	0	0	0	0	0	0	1	0	0	0	0	0
RADIL	0	0	0	0	0	0	1	0	0	0	0	0
BC021785	0	0	0	0	0	0	1	0	0	0	0	0
TTC23	0	0	0	0	0	0	1	0	0	0	0	0
TMEM150A	0	0	0	0	0	0	1	0	0	0	0	0
COL6A3	0	0	0	0	0	0	1	0	0	0	0	0
GPR125	0	0	0	0	0	0	1	0	0	0	0	0
PLEKHA4	0	0	0	0	0	0	1	0	0	0	0	0
AKR1B7	0	0	0	0	0	0	1	0	0	0	0	0
ZFHX3	0	0	0	0	0	0	1	0	0	0	0	0
EFNA3	0	0	0	0	0	0	1	0	0	0	0	0
GM22	0	0	0	0	0	0	1	0	0	0	0	0
FAM115A	0	0	0	0	0	0	1	0	0	0	0	0
TBC1D2	0	0	0	0	0	0	1	0	0	0	0	0
GM5286	0	0	0	0	0	0	1	0	0	0	0	0
GM15610	0	0	0	0	0	0	1	0	0	0	0	0
GNAT2	0	0	0	0	0	0	1	0	0	0	0	0
SIX1	0	0	0	0	0	0	1	0	0	0	0	0
TIMP2	0	0	0	0	0	0	1	0	0	0	0	0
ABCA8B	0	0	0	0	0	0	1	0	0	0	0	0
VOPP1	0	0	0	0	0	0	1	0	0	0	0	0
GTF2IRD1	0	0	0	0	0	0	1	0	0	0	0	0
TRY5	0	0	0	0	0	0	1	0	0	0	0	0
TMEM132B	0	0	0	0	0	0	1	0	0	0	0	0
COL6A1	0	0	0	0	0	0	1	0	0	0	0	0
GPRC5B	0	0	0	0	0	0	1	0	0	0	0	0
S100A7A	0	0	0	0	0	0	1	0	0	0	0	0
DDR2	0	0	0	0	0	0	1	0	0	0	0	0
SPARC	0	0	0	0	0	0	1	0	0	0	0	0
COL5A1	0	0	0	0	0	0	1	0	0	0	0	0
PRSS36	0	0	0	0	0	0	1	0	0	0	0	0
KCTD21	0	0	0	0	0	0	1	0	0	0	0	0
F3	0	0	0	0	0	0	1	0	0	0	0	0
GM773	0	0	0	0	0	0	1	0	0	0	0	0
CTSZ	0	0	0	0	0	0	1	0	0	0	0	0
ALS2CR12	0	0	0	0	0	0	1	0	0	0	0	0
LMNA	0	0	0	0	0	0	1	0	0	0	0	0
ABCB1B	0	0	0	0	0	0	1	0	0	0	0	0
RPS2-PS13	0	0	0	0	0	0	1	0	0	0	0	0
AHNAK2	0	0	0	0	0	0	1	0	0	0	0	0
DLX1	0	0	0	0	0	0	1	0	0	0	0	0
LPAR1	0	0	0	0	0	0	1	0	0	0	0	0
MAGED2	0	0	0	0	0	0	1	0	0	0	0	0
ANKRD55	0	0	0	0	0	0	1	0	0	0	0	0
DOK7	0	0	0	0	0	0	1	0	0	0	0	0
EOGT	0	0	0	0	0	0	1	0	0	0	0	0
ADAMTS5	0	0	0	0	0	0	1	0	0	0	0	0
RBP1	0	0	0	0	0	0	1	0	0	0	0	0
EVA1C	0	0	0	0	0	0	1	0	0	0	0	0
FBXO32	0	0	0	0	0	0	1	0	0	0	0	0
SESN2	0	0	0	0	0	0	1	0	0	0	0	0
ZFP57	0	0	0	0	0	0	1	0	0	0	0	0
IGHV2-5	0	0	0	0	0	0	1	0	0	0	0	0
RND1	0	0	0	0	0	0	1	0	0	0	0	0
CASP12	0	0	0	0	0	0	1	0	0	0	0	0
FJX1	0	0	0	0	0	0	1	0	0	0	0	0
WHRN	0	0	0	0	0	0	1	0	0	0	0	0
NOTCH1	0	0	0	0	0	0	1	0	0	0	0	0
PTPN13	0	0	0	0	0	0	1	0	0	0	0	0
CELF4	0	0	0	0	0	0	1	0	0	0	0	0
MTMR11	0	0	0	0	0	0	1	0	0	0	0	0
ARHGAP22	0	0	0	0	0	0	1	0	0	0	0	0
MROH1	0	0	0	0	0	0	1	0	0	0	0	0
FOSL1	0	0	0	0	0	0	1	0	0	0	0	0
GSTT1	0	0	0	0	0	0	1	0	0	0	0	0
RASSF1	0	0	0	0	0	0	1	0	0	0	0	0
ADD2	0	0	0	0	0	0	1	0	0	0	0	0
LRP11	0	0	0	0	0	0	1	0	0	0	0	0
PISD	0	0	0	0	0	0	1	0	0	0	0	0
1700024B05RIK	0	0	0	0	0	0	1	0	0	0	0	0
DPYSL3	0	0	0	0	0	0	1	0	0	0	0	0
GPC1	0	0	0	0	0	0	1	0	0	0	0	0
APP	0	0	0	0	0	0	1	0	0	0	0	0
BC100451	0	0	0	0	0	0	1	0	0	0	0	0
GATA4	0	0	0	0	0	0	1	0	0	0	0	0
CYP2C55	0	0	0	0	0	0	1	0	0	0	0	0
IGF2BP1	0	0	0	0	0	0	1	0	0	0	0	0
PTGIS	0	0	0	0	0	0	1	0	0	0	0	0
UBC	0	0	0	0	0	0	1	0	0	0	0	0
FBLN5	0	0	0	0	0	0	1	0	0	0	0	0
ARNT2	0	0	0	0	0	0	1	0	0	0	0	0
CBR1	0	0	0	0	0	0	1	0	0	0	0	0
WDR63	0	0	0	0	0	0	1	0	0	0	0	0
GRAP2	0	0	0	0	0	0	1	0	0	0	0	0
CNTNAP1	0	0	0	0	0	0	1	0	0	0	0	0
TACC2	0	0	0	0	0	0	1	0	0	0	0	0
HSPB1	0	0	0	0	0	0	1	0	0	0	0	0
TMEM151A	0	0	0	0	0	0	1	0	0	0	0	0
CSPG4	0	0	0	0	0	0	1	0	0	0	0	0
CAR11	0	0	0	0	0	0	1	0	0	0	0	0
NAALAD2	0	0	0	0	0	0	1	0	0	0	0	0
FAM214A	0	0	0	0	0	0	1	0	0	0	0	0
CYP4F16	0	0	0	0	0	0	1	0	0	0	0	0
PELI2	0	0	0	0	0	0	1	0	0	0	0	0
GM3336	0	0	0	0	0	0	1	0	0	0	0	0
GDF15	0	0	0	0	0	0	1	0	0	0	0	0
ZFP760	0	0	0	0	0	0	1	0	0	0	0	0
CACNA2D1	0	0	0	0	0	0	1	0	0	0	0	0
FNBP1L	0	0	0	0	0	0	1	0	0	0	0	0
SH3BP4	0	0	0	0	0	0	1	0	0	0	0	0
TMCC3	0	0	0	0	0	0	1	0	0	0	0	0
PPP1R13B	0	0	0	0	0	0	1	0	0	0	0	0
FGFR1	0	0	0	0	0	0	1	0	0	0	0	0
FXYD6	0	0	0	0	0	0	1	0	0	0	0	0
BBC3	0	0	0	0	0	0	1	0	0	0	0	0
HOXA1	0	0	0	0	0	0	1	0	0	0	0	0
ZFP941	0	0	0	0	0	0	1	0	0	0	0	0
SUSD2	0	0	0	0	0	0	1	0	0	0	0	0
OAZ2	0	0	0	0	0	0	1	0	0	0	0	0
PCOLCE	0	0	0	0	0	0	1	0	0	0	0	0
PCDHB22	0	0	0	0	0	0	1	0	0	0	0	0
GPR153	0	0	0	0	0	0	1	0	0	0	0	0
HERC2	0	0	0	0	0	0	1	0	0	0	0	0
PAPSS2	0	0	0	0	0	0	1	0	0	0	0	0
SMO	0	0	0	0	0	0	1	0	0	0	0	0
PALLD	0	0	0	0	0	0	1	0	0	0	0	0
MT-ATP6	0	0	0	0	0	0	1	0	0	0	0	0
TLR1	0	0	0	0	0	0	1	0	0	0	0	0
TENM4	0	0	0	0	0	0	1	0	0	0	0	0
RHOC	0	0	0	0	0	0	1	0	0	0	0	0
PPP3CA	0	0	0	0	0	0	1	0	0	0	0	0
DLX2	0	0	0	0	0	0	1	0	0	0	0	0
GHR	0	0	0	0	0	0	1	0	0	0	0	0
DYSF	0	0	0	0	0	0	1	0	0	0	0	0
LEPREL2	0	0	0	0	0	0	1	0	0	0	0	0
CLEC4E	0	0	0	0	0	0	1	0	0	0	0	0
GBP11	0	0	0	0	0	0	1	0	0	0	0	0
IL17RC	0	0	0	0	0	0	1	0	0	0	0	0
LRRC8D	0	0	0	0	0	0	1	0	0	0	0	0
IPO4	0	0	0	0	0	0	1	0	0	0	0	0
FIGF	0	0	0	0	0	0	1	0	0	0	0	0
C3	0	0	0	0	0	0	1	0	0	0	0	0
EMP2	0	0	0	0	0	0	1	0	0	0	0	0
SLC6A15	0	0	0	0	0	0	1	0	0	0	0	0
SLCO2A1	0	0	0	0	0	0	1	0	0	0	0	0
TMEM98	0	0	0	0	0	0	1	0	0	0	0	0
FRRS1	0	0	0	0	0	0	1	0	0	0	0	0
RNF217	0	0	0	0	0	0	1	0	0	0	0	0
DNM1	0	0	0	0	0	0	1	0	0	0	0	0
SORT1	0	0	0	0	0	0	1	0	0	0	0	0
MFSD11	0	0	0	0	0	0	1	0	0	0	0	0
SLC8B1	0	0	0	0	0	0	1	0	0	0	0	0
STARD13	0	0	0	0	0	0	1	0	0	0	0	0
TMEM120B	0	0	0	0	0	0	1	0	0	0	0	0
SLC25A35	0	0	0	0	0	0	1	0	0	0	0	0
HIST2H2AA2	0	0	0	0	0	0	1	0	0	0	0	0
P4HA3	0	0	0	0	0	0	1	0	0	0	0	0
ALCAM	0	0	0	0	0	0	1	0	0	0	0	0
TRIM29	0	0	0	0	0	0	1	0	0	0	0	0
TVP23A	0	0	0	0	0	0	1	0	0	0	0	0
GUCY2C	0	0	0	0	0	0	1	0	0	0	0	0
LDHB	0	0	0	0	0	0	1	0	0	0	0	0
MRGPRF	0	0	0	0	0	0	1	0	0	0	0	0
BDH2	0	0	0	0	0	0	1	0	0	0	0	0
LIF	0	0	0	0	0	0	1	0	0	0	0	0
PHLDA1	0	0	0	0	0	0	1	0	0	0	0	0
SLC38A4	0	0	0	0	0	0	1	0	0	0	0	0
GM4735	0	0	0	0	0	0	1	0	0	0	0	0
PTGES	0	0	0	0	0	0	1	0	0	0	0	0
MFAP5	0	0	0	0	0	0	1	0	0	0	0	0
IGHG2B	0	0	0	0	0	0	1	0	0	0	0	0
VSIG10L	0	0	0	0	0	0	1	0	0	0	0	0
PLA2R1	0	0	0	0	0	0	1	0	0	0	0	0
ITPRIPL2	0	0	0	0	0	0	1	0	0	0	0	0
GALNT18	0	0	0	0	0	0	1	0	0	0	0	0
ASAH2	0	0	0	0	0	0	1	0	0	0	0	0
STON1	0	0	0	0	0	0	1	0	0	0	0	0
IL5RA	0	0	0	0	0	0	1	0	0	0	0	0
PBX1	0	0	0	0	0	0	1	0	0	0	0	0
FN1	0	0	0	0	0	0	1	0	0	0	0	0
SYTL1	0	0	0	0	0	0	1	0	0	0	0	0
LOXL1	0	0	0	0	0	0	1	0	0	0	0	0
MTSS1L	0	0	0	0	0	0	1	0	0	0	0	0
PRRX1	0	0	0	0	0	0	1	0	0	0	0	0
1700102P08RIK	0	0	0	0	0	0	1	0	0	0	0	0
GM13394	0	0	0	0	0	0	1	0	0	0	0	0
FAM83H	0	0	0	0	0	0	1	0	0	0	0	0
GM5575	0	0	0	0	0	0	1	0	0	0	0	0
GAA	0	0	0	0	0	0	1	0	0	0	0	0
GNAO1	0	0	0	0	0	0	1	0	0	0	0	0
RPS6KA6	0	0	0	0	0	0	1	0	0	0	0	0
SH3D19	0	0	0	0	0	0	1	0	0	0	0	0
TMEM140	0	0	0	0	0	0	1	0	0	0	0	0
ASAP2	0	0	0	0	0	0	1	0	0	0	0	0
GABBR1	0	0	0	0	0	0	1	0	0	0	0	0
PROX1	0	0	0	0	0	0	1	0	0	0	0	0
OSBPL10	0	0	0	0	0	0	1	0	0	0	0	0
CDSN	0	0	0	0	0	0	1	0	0	0	0	0
RRAD	0	0	0	0	0	0	1	0	0	0	0	0
FMN1	0	0	0	0	0	0	1	0	0	0	0	0
CYP2AB1	0	0	0	0	0	0	1	0	0	0	0	0
ARHGAP42	0	0	0	0	0	0	1	0	0	0	0	0
SNAI1	0	0	0	0	0	0	1	0	0	0	0	0
CLDN9	0	0	0	0	0	0	1	0	0	0	0	0
S100A3	0	0	0	0	0	0	1	0	0	0	0	0
FTH1	0	0	0	0	0	0	1	0	0	0	0	0
IER3	0	0	0	0	0	0	1	0	0	0	0	0
CEBPD	0	0	0	0	0	0	1	0	0	0	0	0
ZFP36	0	0	0	0	0	0	1	0	0	0	0	0
PCBP3	0	0	0	0	0	0	1	0	0	0	0	0
FRMPD4	0	0	0	0	0	0	1	0	0	0	0	0
MEIS1	0	0	0	0	0	0	1	0	0	0	0	0
CNDP2	0	0	0	0	0	0	1	0	0	0	0	0
DSTYK	0	0	0	0	0	0	1	0	0	0	0	0
DUSP14	0	0	0	0	0	0	1	0	0	0	0	0
COL5A2	0	0	0	0	0	0	1	0	0	0	0	0
DNAJC16	0	0	0	0	0	0	1	0	0	0	0	0
TTC12	0	0	0	0	0	0	1	0	0	0	0	0
SNX13	0	0	0	0	0	0	1	0	0	0	0	0
IFT43	0	0	0	0	0	0	1	0	0	0	0	0
BRSK1	0	0	0	0	0	0	1	0	0	0	0	0
THY1	0	0	0	0	0	0	1	0	0	0	0	0
PDE6H	0	0	0	0	0	0	1	0	0	0	0	0
DPP7	0	0	0	0	0	0	1	0	0	0	0	0
OSBPL3	0	0	0	0	0	0	1	0	0	0	0	0
GATSL2	0	0	0	0	0	0	1	0	0	0	0	0
CREB3	0	0	0	0	0	0	1	0	0	0	0	0
MSANTD3	0	0	0	0	0	0	1	0	0	0	0	0
SPP1	0	0	0	0	0	0	1	0	0	0	0	0
ZFP651	0	0	0	0	0	0	1	0	0	0	0	0
MCFD2	0	0	0	0	0	0	1	0	0	0	0	0
WNT5A	0	0	0	0	0	0	1	0	0	0	0	0
SH3BGRL2	0	0	0	0	0	0	1	0	0	0	0	0
LENG9	0	0	0	0	0	0	1	0	0	0	0	0
RPL19-PS12	0	0	0	0	0	0	1	0	0	0	0	0
ENO2	0	0	0	0	0	0	1	0	0	0	0	0
PTGS2	0	0	0	0	0	0	1	0	0	0	0	0
MAP1A	0	0	0	0	0	0	1	0	0	0	0	0
SSC5D	0	0	0	0	0	0	1	0	0	0	0	0
